order_line_id,order_id,product_id,quantity,unit_price,discount_rate
L001994,O00814,P023,3,68.00,0.00
L001995,O00815,P005,4,65.00,0.00
L001996,O00815,P012,5,134.00,0.05
L001997,O00816,P004,3,123.00,0.00
L001998,O00816,P022,1,134.00,0.05
L001999,O00816,P011,1,80.00,0.10
L002000,O00817,P022,1,134.00,0.00
L002001,O00817,P012,4,134.00,0.20
L002002,O00818,P021,3,$249.00,0.10
L002003,O00818,P005,3,65.00,0.10
L002004,O00818,P019,3,78.00,0.10
L002005,O00819,P013,2,271.00,0.20
L002006,O00819,P009,5,93.00,0.05
L002007,O00820,P009,1,93.00,0.10
L002008,O00820,P017,5,300.00,0.00
L002009,O00820,P002,5,284.00,0.05
L002010,O00820,P002,1,284.00,0.05
L002011,O00821,P020,4,189.00,0.00
L002012,O00821,P001,4,122.00,0.20
L002013,O00822,P017,2,300.00,0.00
L002014,O00822,P005,4,65.00,0.05
L002015,O00823,P011,2,80.00,0.00
L002016,O00824,P023,2,68.00,10%
L002017,O00825,P020,5,189.00,0.20
L002018,O00826,P015,1,254.00,0.05
L002019,O00826,P012,2,134.00,0.10
L002020,O00826,P021,3,249.00,0.05
L002021,O00826,P009,1,93.00,0.10
L002022,O00827,P011,5,80.00,0.00
L002023,O00827,P005,2,65.00,0.10
L002024,O00828,P012,3,134.00,0.20
L002025,O00828,P019,2,78.00,0.00
L002026,O00828,P020,4,189.00,0.05
L002027,O00829,P024,3,81.00,0.20
L002028,O00829,P020,5,189.00,0.05
L002029,O00829,P006,1,196.00,0.20
L002030,O00829,P001,5,122.00,0.10
L002031,O00830,P023,2,$68.00,0.05
L002032,O00830,P023,1,68.00,0.00
L002033,O00830,P024,5,81.00,0.20
L002034,O00831,P015,5,254.00,0.05
L002035,O00831,P015,2,254.00,0.05
L002036,O00831,P015,2,254.00,0.20
L002037,O00832,P023,5,68.00,0.05
L002038,O00832,P023,5,68.00,0.10
L002039,O00832,P018,3,269.00,0.20
L002040,O00832,P018,3,269.00,0.05
L002041,O00833,P004,2,123.00,0.05
L002042,O00833,P021,4,249.00,0.00
L002043,O00833,P019,4,78.00,0.10
L002044,O00834,P021,1,249.00,0.05
L002045,O00834,P005,4,65.00,0.10
L002046,O00834,P013,4,271.00,0.20
L002047,O00835,P005,2,65.00,10%
L002048,O00836,P006,2,196.00,0.00
L002049,O00836,P021,5,249.00,0.05
L002050,O00836,P014,5,294.00,0.20
L002051,O00836,P005,3,65.00,0.10
L002052,O00837,P006,2,196.00,0.10
L002053,O00837,P011,5,80.00,0.00
L002054,O00837,P008,2,188.00,0.00
L002055,O00838,P014,5,294.00,0.05
L002056,O00838,P020,4,189.00,0.10
L002057,O00839,P008,5,188.00,0.10
L002058,O00839,P013,2,271.00,0.00
L002059,O00840,P004,3,123.00,0.00
L002060,O00841,P008,1,$188.00,0.00
L002061,O00842,P015,2,254.00,0.10
L002062,O00842,P006,4,196.00,0.05
L002063,O00842,P022,3,134.00,0.05
L002064,O00842,P003,1,199.00,0.05
L002065,O00843,P009,2,93.00,0.10
L002066,O00843,P023,5,68.00,0.05
L002067,O00843,P016,4,231.00,0.00
L002068,O00843,P012,4,134.00,0.00
L002069,O00844,P013,5,271.00,0.00
L002070,O00844,P009,5,93.00,0.00
L002071,O00844,P008,3,188.00,0.00
L002072,O00845,P015,3,254.00,0.20
L002073,O00845,P006,4,196.00,0.20
L002074,O00846,P006,1,196.00,0.10
L002075,O00846,P019,1,78.00,0.00
L002076,O00846,P021,1,249.00,0.10
L002077,O00847,P008,3,188.00,0.05
L002078,O00847,P008,1,188.00,0%
L002079,O00848,P004,2,123.00,0.05
L002080,O00849,P016,1,231.00,0.05
L002081,O00849,P002,2,284.00,0.10
L002082,O00850,P024,4,81.00,0.05
L002083,O00850,P014,5,294.00,0.05
L002084,O00851,P008,5,188.00,0.10
L002085,O00851,P004,5,123.00,0.20
L002086,O00852,P013,4,271.00,0.05
L002087,O00852,P011,5,80.00,0.20
L002088,O00853,P001,3,122.00,0.00
L002089,O00854,P008,3,$188.00,0.00
L002090,O00854,P024,3,81.00,0.00
L002091,O00855,P020,2,189.00,0.00
L002092,O00855,P008,4,188.00,0.00
L002093,O00855,P005,3,65.00,0.05
L002094,O00855,P024,4,81.00,0.05
L002095,O00856,P014,3,294.00,0.10
L002096,O00856,P018,5,269.00,0.20
L002097,O00856,P020,4,189.00,0.05
L002098,O00857,P014,5,294.00,0.05
L002099,O00857,P019,3,78.00,0.00
L002100,O00857,P022,2,134.00,0.10
L002101,O00858,P008,3,188.00,0.10
L002102,O00858,P007,3,35.00,0.05
L002103,O00858,P004,4,123.00,0.10
L002104,O00858,P003,4,199.00,0.10
L002105,O00859,P001,1,122.00,0.20
L002106,O00859,P017,4,300.00,0.20
L002107,O00859,P023,5,68.00,0.00
L002108,O00860,P016,3,231.00,0.20
L002109,O00861,P012,2,134.00,0%
L002110,O00861,P020,1,189.00,0.10
L002111,O00861,P004,3,123.00,0.05
L002112,O00861,P019,2,78.00,0.10
L002113,O00862,P014,2,294.00,0.20
L002114,O00863,P011,1,80.00,0.20
L002115,O00863,P014,1,294.00,0.10
L002116,O00864,P008,1,188.00,0.05
L002117,O00864,P002,3,284.00,0.00
L002118,O00865,P008,4,$188.00,0.05
L002119,O00866,P018,2,269.00,0.10
L002120,O00867,P015,5,254.00,0.05
L002121,O00867,P012,4,134.00,0.00
L002122,O00867,P004,1,123.00,0.00
L002123,O00868,P011,5,80.00,0.20
L002124,O00868,P024,1,81.00,0.10
L002125,O00869,P020,1,189.00,0.00
L002126,O00869,P016,2,231.00,0.00
L002127,O00869,P017,3,300.00,0.10
L002128,O00869,P024,1,81.00,0.00
L002129,O00870,P014,3,294.00,0.05
L002130,O00870,P015,3,254.00,0.20
L002131,O00871,P022,2,134.00,0.20
L002132,O00872,P009,1,93.00,0.10
L002133,O00872,P022,4,134.00,0.00
L002134,O00872,P005,2,65.00,0.10
L002135,O00872,P001,5,122.00,0.10
L002136,O00873,P008,3,188.00,0.00
L002137,O00873,P014,4,294.00,0.00
L002138,O00873,P017,5,300.00,0.10
L002139,O00874,P013,3,271.00,0.20
L002140,O00874,P024,2,81.00,5%
L002141,O00875,P004,5,123.00,0.20
L002142,O00875,P012,5,134.00,0.10
L002143,O00875,P001,5,122.00,0.10
L002144,O00876,P006,1,196.00,0.00
L002145,O00876,P010,4,211.00,0.00
L002146,O00876,P018,4,269.00,0.05
L002147,O00876,P017,3,$300.00,0.00
L002148,O00877,P016,3,231.00,0.20
L002149,O00878,P009,5,93.00,0.20
L002150,O00878,P006,1,196.00,0.20
L002151,O00878,P005,1,65.00,0.05
L002152,O00879,P011,2,80.00,0.05
L002153,O00880,P001,1,122.00,0.20
L002154,O00881,P019,4,78.00,0.10
L002155,O00882,P023,1,68.00,0.20
L002156,O00882,P021,2,249.00,0.05
L002157,O00883,P022,1,134.00,0.20
L002158,O00884,P014,5,294.00,0.00
L002159,O00884,P003,3,199.00,0.00
L002160,O00885,P014,1,294.00,0.05
L002161,O00886,P009,4,93.00,0.20
L002162,O00886,P020,5,189.00,0.05
L002163,O00886,P020,2,189.00,0.20
L002164,O00887,P017,2,300.00,0.05
L002165,O00887,P014,3,294.00,0.10
L002166,O00887,P018,1,269.00,0.05
L002167,O00888,P007,1,35.00,0.05
L002168,O00888,P015,4,254.00,0.05
L002169,O00888,P008,2,188.00,0.00
L002170,O00888,P015,4,254.00,0.10
L002171,O00889,P004,4,123.00,0%
L002172,O00890,P010,1,211.00,0.05
L002173,O00890,P010,2,211.00,0.00
L002174,O00890,P020,5,189.00,0.05
L002175,O00891,P024,5,81.00,0.00
L002176,O00892,P006,5,$196.00,0.10
L002177,O00892,P010,4,211.00,0.20
L002178,O00892,P021,3,249.00,0.00
L002179,O00893,P003,2,199.00,0.00
L002180,O00894,P009,4,93.00,0.05
L002181,O00894,P003,5,199.00,0.05
L002182,O00894,P020,2,189.00,0.00
L002183,O00895,P016,2,231.00,0.10
L002184,O00896,P006,2,196.00,0.05
L002185,O00896,P013,2,271.00,0.00
L002186,O00897,P013,3,271.00,0.00
L002187,O00897,P017,5,300.00,0.00
L002188,O00897,P005,3,65.00,0.00
L002189,O00898,P013,3,271.00,0.20
L002190,O00898,P007,1,35.00,0.10
L002191,O00898,P012,5,134.00,0.20
L002192,O00899,P021,1,249.00,0.10
L002193,O00900,P023,4,68.00,0.00
L002194,O00901,P024,4,81.00,0.00
L002195,O00901,P012,4,134.00,0.05
L002196,O00901,P020,4,189.00,0.05
L002197,O00901,P014,4,294.00,0.00
L002198,O00902,P017,2,300.00,0.05
L002199,O00902,P016,2,231.00,0.00
L002200,O00902,P019,5,78.00,0.10
L002201,O00903,P014,2,294.00,0.05
L002202,O00904,P020,2,189.00,0%
L002203,O00905,P014,5,294.00,0.05
L002204,O00905,P019,2,78.00,0.20
L002205,O00906,P004,1,$123.00,0.20
L002206,O00907,P001,2,122.00,0.10
L002207,O00907,P009,4,93.00,0.20
L002208,O00907,P007,4,35.00,0.20
L002209,O00908,P011,3,80.00,0.10
L002210,O00908,P002,1,284.00,0.20
L002211,O00908,P011,5,80.00,0.00
L002212,O00908,P003,1,199.00,0.10
L002213,O00909,P005,5,65.00,0.10
L002214,O00910,P011,1,80.00,0.05
L002215,O00910,P012,2,134.00,0.00
L002216,O00911,P007,5,35.00,0.05
L002217,O00911,P020,4,189.00,0.10
L002218,O00911,P024,5,81.00,0.05
L002219,O00911,P011,3,80.00,0.00
L002220,O00912,P010,3,211.00,0.10
L002221,O00912,P003,5,199.00,0.05
L002222,O00913,P019,5,78.00,0.10
L002223,O00914,P007,4,35.00,0.00
L002224,O00914,P004,1,123.00,0.10
L002225,O00914,P024,2,81.00,0.10
L002226,O00914,P002,3,284.00,0.20
L002227,O00915,P004,5,123.00,0.05
L002228,O00915,P010,4,211.00,0.10
L002229,O00915,P018,5,269.00,0.05
L002230,O00916,P006,5,196.00,0.05
L002231,O00917,P004,4,123.00,0.00
L002232,O00917,P012,3,134.00,0.10
L002233,O00918,P007,3,35.00,5%
L002234,O00918,P016,5,$231.00,0.00
L002235,O00919,P019,5,78.00,0.00
L002236,O00919,P020,5,189.00,0.00
L002237,O00920,P012,4,134.00,0.00
L002238,O00920,P004,4,123.00,0.00
L002239,O00920,P021,2,249.00,0.10
L002240,O00921,P009,3,93.00,0.00
L002241,O00921,P018,4,269.00,0.00
L002242,O00922,P017,4,300.00,0.10
L002243,O00922,P020,3,189.00,0.00
L002244,O00922,P008,1,188.00,0.00
L002245,O00923,P018,2,269.00,0.05
L002246,O00924,P002,4,284.00,0.20
L002247,O00925,P004,3,123.00,0.05
L002248,O00925,P022,1,134.00,0.20
L002249,O00925,P001,4,122.00,0.00
L002250,O00925,P005,5,65.00,0.05
L002251,O00926,P022,5,134.00,0.20
L002252,O00926,P012,2,134.00,0.20
L002253,O00927,P021,4,249.00,0.05
L002254,O00927,P017,1,300.00,0.05
L002255,O00927,P006,1,196.00,0.20
L002256,O00928,P009,3,93.00,0.00
L002257,O00928,P004,3,123.00,0.00
L002258,O00928,P023,5,68.00,0.20
L002259,O00929,P023,3,68.00,0.05
L002260,O00930,P020,2,189.00,0.00
L002261,O00930,P009,3,93.00,0.05
L002262,O00931,P009,3,93.00,0.10
L002263,O00932,P017,1,$300.00,0.00
L002264,O00933,P024,3,81.00,0%
L002265,O00933,P023,4,68.00,0.00
L002266,O00934,P013,1,271.00,0.00
L002267,O00934,P015,5,254.00,0.20
L002268,O00934,P001,2,122.00,0.05
L002269,O00935,P007,3,35.00,0.10
L002270,O00935,P005,2,65.00,0.10
L002271,O00935,P015,3,254.00,0.20
L002272,O00935,P012,2,134.00,0.20
L002273,O00936,P019,4,78.00,0.20
L002274,O00936,P017,5,300.00,0.05
L002275,O00937,P020,3,189.00,0.20
L002276,O00937,P006,5,196.00,0.10
L002277,O00937,P023,1,68.00,0.10
L002278,O00937,P010,3,211.00,0.05
L002279,O00938,P003,3,199.00,0.05
L002280,O00938,P010,4,211.00,0.05
L002281,O00938,P021,2,249.00,0.10
L002282,O00938,P010,3,211.00,0.00
L002283,O00939,P013,4,271.00,0.05
L002284,O00939,P013,3,271.00,0.00
L002285,O00940,P002,1,284.00,0.10
L002286,O00940,P009,3,93.00,0.20
L002287,O00941,P006,3,196.00,0.00
L002288,O00941,P004,1,123.00,0.05
L002289,O00942,P005,1,65.00,0.00
L002290,O00942,P022,3,134.00,0.05
L002291,O00942,P007,5,35.00,0.20
L002292,O00942,P008,1,$188.00,0.00
L002293,O00943,P023,1,68.00,0.00
L002294,O00943,P017,2,300.00,0.20
L002295,O00944,P007,1,35.00,10%
L002296,O00944,P004,3,123.00,0.10
L002297,O00945,P010,4,211.00,0.05
L002298,O00945,P015,2,254.00,0.10
L002299,O00946,P024,3,81.00,0.00
L002300,O00947,P020,3,189.00,0.20
L002301,O00947,P021,1,249.00,0.20
L002302,O00948,P004,3,123.00,0.00
L002303,O00949,P006,4,196.00,0.20
L002304,O00949,P013,5,271.00,0.05
L002305,O00949,P021,3,249.00,0.20
L002306,O00950,P020,3,189.00,0.10
L002307,O00950,P004,5,123.00,0.00
L002308,O00950,P003,1,199.00,0.05
L002309,O00950,P003,3,199.00,0.00
L002310,O00951,P003,4,199.00,0.05
L002311,O00951,P002,3,284.00,0.00
L002312,O00952,P021,3,249.00,0.05
L002313,O00952,P017,4,300.00,0.05
L002314,O00952,P016,4,231.00,0.10
L002315,O00953,P013,3,271.00,0.05
L002316,O00953,P002,1,284.00,0.05
L002317,O00953,P004,2,123.00,0.00
L002318,O00954,P005,1,65.00,0.20
L002319,O00954,P007,5,35.00,0.00
L002320,O00954,P017,2,300.00,0.00
L002321,O00954,P009,3,$93.00,0.00
L002322,O00955,P020,1,189.00,0.20
L002323,O00955,P021,3,249.00,0.00
L002324,O00955,P020,2,189.00,0.05
L002325,O00956,P016,1,231.00,0.05
L002326,O00956,P019,1,78.00,5%
L002327,O00956,P022,1,134.00,0.20
L002328,O00956,P020,3,189.00,0.05
L002329,O00957,P013,4,271.00,0.00
L002330,O00957,P008,5,188.00,0.00
L002331,O00957,P022,5,134.00,0.20
L002332,O00957,P018,1,269.00,0.10
L002333,O00958,P011,5,80.00,0.20
L002334,O00959,P024,4,81.00,0.10
L002335,O00959,P011,4,80.00,0.20
L002336,O00959,P006,1,196.00,0.05
L002337,O00960,P003,1,199.00,0.20
L002338,O00960,P006,5,196.00,0.00
L002339,O00960,P021,5,249.00,0.10
L002340,O00960,P005,4,65.00,0.10
L002341,O00961,P017,4,300.00,0.00
L002342,O00961,P024,4,81.00,0.00
L002343,O00961,P016,5,231.00,0.05
L002344,O00961,P007,3,35.00,0.00
L002345,O00962,P001,5,122.00,0.20
L002346,O00962,P002,3,284.00,0.20
L002347,O00962,P013,4,271.00,0.20
L002348,O00963,P021,4,249.00,0.00
L002349,O00963,P015,1,254.00,0.20
L002350,O00963,P019,3,$78.00,0.10
L002351,O00963,P017,2,300.00,0.05
L002352,O00964,P019,5,78.00,0.10
L002353,O00965,P004,5,123.00,0.20
L002354,O00965,P017,1,300.00,0.00
L002355,O00966,P001,3,122.00,0.10
L002356,O00967,P022,1,134.00,0.20
L002357,O00967,P006,3,196.00,5%
L002358,O00967,P018,5,269.00,0.10
L002359,O00967,P001,1,122.00,0.10
L002360,O00968,P022,1,134.00,0.00
L002361,O00968,P021,5,249.00,0.05
L002362,O00969,P011,5,80.00,0.20
L002363,O00969,P024,1,81.00,0.00
L002364,O00970,P002,3,284.00,0.05
L002365,O00970,P018,2,269.00,0.05
L002366,O00970,P012,5,134.00,0.00
L002367,O00971,P005,2,65.00,0.05
L002368,O00971,P017,2,300.00,0.10
L002369,O00971,P021,4,249.00,0.05
L002370,O00972,P021,2,249.00,0.10
L002371,O00972,P009,1,93.00,0.05
L002372,O00972,P021,4,249.00,0.20
L002373,O00972,P015,3,254.00,0.10
L002374,O00973,P001,4,122.00,0.05
L002375,O00973,P009,2,93.00,0.10
L002376,O00973,P014,3,294.00,0.20
L002377,O00973,P007,5,35.00,0.00
L002378,O00974,P001,4,122.00,0.00
L002379,O00974,P010,2,$211.00,0.20
L002380,O00974,P021,5,249.00,0.10
L002381,O00975,P015,2,254.00,0.05
L002382,O00975,P019,1,78.00,0.05
L002383,O00975,P006,3,196.00,0.00
L002384,O00975,P021,4,249.00,0.20
L002385,O00976,P020,3,189.00,0.20
L002386,O00977,P014,3,294.00,0.10
L002387,O00977,P020,5,189.00,0.20
L002388,O00977,P024,2,81.00,10%
L002389,O00978,P018,1,269.00,0.05
L002390,O00979,P024,4,81.00,0.20
L002391,O00979,P016,4,231.00,0.10
L002392,O00979,P010,3,211.00,0.00
L002393,O00980,P007,2,35.00,0.10
L002394,O00980,P010,1,211.00,0.20
L002395,O00980,P007,3,35.00,0.00
L002396,O00981,P020,4,189.00,0.20
L002397,O00981,P021,2,249.00,0.10
L002398,O00982,P019,2,78.00,0.05
L002399,O00982,P019,3,78.00,0.20
L002400,O00983,P020,1,189.00,0.05
L002401,O00983,P017,2,300.00,0.00
L002402,O00983,P017,4,300.00,0.10
L002403,O00983,P005,1,65.00,0.10
L002404,O00984,P002,4,284.00,0.05
L002405,O00984,P017,3,300.00,0.05
L002406,O00984,P012,5,134.00,0.05
L002407,O00985,P013,5,271.00,0.00
L002408,O00985,P010,4,$211.00,0.20
L002409,O00986,P002,4,284.00,0.10
L002410,O00987,P016,3,231.00,0.05
L002411,O00988,P022,1,134.00,0.00
L002412,O00988,P022,2,134.00,0.10
L002413,O00989,P003,5,199.00,0.05
L002414,O00989,P023,3,68.00,0.00
L002415,O00989,P017,2,300.00,0.00
L002416,O00989,P023,5,68.00,0.10
L002417,O00990,P013,5,271.00,0.10
L002418,O00990,P014,5,294.00,0.10
L002419,O00990,P007,4,35.00,0%
L002420,O00991,P010,3,211.00,0.00
L002421,O00991,P012,4,134.00,0.20
L002422,O00992,P011,2,80.00,0.20
L002423,O00992,P013,1,271.00,0.00
L002424,O00992,P002,1,284.00,0.05
L002425,O00993,P001,2,122.00,0.20
L002426,O00993,P007,1,35.00,0.10
L002427,O00994,P020,3,189.00,0.00
L002428,O00995,P006,2,196.00,0.10
L002429,O00995,P014,2,294.00,0.05
L002430,O00996,P007,1,35.00,0.00
L002431,O00997,P016,2,231.00,0.20
L002432,O00998,P010,2,211.00,0.20
L002433,O00999,P011,3,80.00,0.00
L002434,O01000,P023,3,68.00,0.05
L002435,O01000,P009,3,93.00,0.10
L002436,O01001,P023,1,68.00,0.20
L002437,O01001,P005,1,$65.00,0.10
L002438,O01001,P016,3,231.00,0.10
L002439,O01002,P019,5,78.00,0.20
L002440,O01002,P005,4,65.00,0.05
L002441,O01002,P010,2,211.00,0.05
L002442,O01003,P021,5,249.00,0.10
L002443,O01004,P023,2,68.00,0.05
L002444,O01004,P006,2,196.00,0.05
L002445,O01004,P005,4,65.00,0.10
L002446,O01005,P008,5,188.00,0.00
L002447,O01006,P017,2,300.00,0.00
L002448,O01006,P016,3,231.00,0.20
L002449,O01007,P020,3,189.00,0.10
L002450,O01007,P007,1,35.00,0%
L002451,O01008,P011,4,80.00,0.05
L002452,O01009,P008,1,188.00,0.00
L002453,O01009,P013,2,271.00,0.10
L002454,O01009,P009,5,93.00,0.00
L002455,O01009,P003,5,199.00,0.00
L002456,O01010,P005,3,65.00,0.00
L002457,O01010,P017,3,300.00,0.05
L002458,O01010,P022,5,134.00,0.20
L002459,O01011,P024,4,81.00,0.10
L002460,O01011,P015,1,254.00,0.10
L002461,O01012,P011,4,80.00,0.00
L002462,O01013,P008,5,188.00,0.20
L002463,O01013,P016,2,231.00,0.05
L002464,O01014,P020,5,189.00,0.00
L002465,O01014,P002,3,284.00,0.00
L002466,O01015,P016,2,$231.00,0.10
L002467,O01015,P006,2,196.00,0.05
L002468,O01015,P012,2,134.00,0.00
L002469,O01016,P017,5,300.00,0.10
L002470,O01016,P014,1,294.00,0.05
L002471,O01016,P023,1,68.00,0.20
L002472,O01016,P010,4,211.00,0.10
L002473,O01017,P014,5,294.00,0.20
L002474,O01017,P004,2,123.00,0.10
L002475,O01017,P019,2,78.00,0.10
L002476,O01018,P020,5,189.00,0.05
L002477,O01018,P021,4,249.00,0.20
L002478,O01019,P022,5,134.00,0.00
L002479,O01019,P016,4,231.00,0.00
L002480,O01020,P012,3,134.00,0.00
L002481,O01020,P020,4,189.00,0%
L002482,O01020,P022,1,134.00,0.20
L002483,O01020,P015,4,254.00,0.20
L002484,O01021,P014,2,294.00,0.05
L002485,O01021,P010,4,211.00,0.20
L002486,O01021,P006,4,196.00,0.20
L002487,O01022,P019,3,78.00,0.20
L002488,O01022,P004,5,123.00,0.10
L002489,O01022,P005,5,65.00,0.00
L002490,O01023,P010,2,211.00,0.00
L002491,O01024,P023,5,68.00,0.20
L002492,O01024,P023,2,68.00,0.20
L002493,O01024,P023,1,68.00,0.05
L002494,O01025,P018,2,269.00,0.00
L002495,O01026,P003,3,$199.00,0.20
L002496,O01026,P002,2,284.00,0.20
L002497,O01026,P013,3,271.00,0.10
L002498,O01026,P002,5,284.00,0.00
L002499,O01027,P015,5,254.00,0.05
L002500,O01027,P004,3,123.00,0.20
L002501,O01027,P003,4,199.00,0.00
L002502,O01027,P011,3,80.00,0.20
L002503,O01028,P005,1,65.00,0.20
L002504,O01028,P013,3,271.00,0.00
L002505,O01029,P018,4,269.00,0.20
L002506,O01030,P017,3,300.00,0.05
L002507,O01030,P005,5,65.00,0.00
L002508,O01030,P024,1,81.00,0.20
L002509,O01030,P010,4,211.00,0.20
L002510,O01031,P012,1,134.00,0.20
L002511,O01031,P024,4,81.00,0.10
L002512,O01031,P008,2,188.00,10%
L002513,O01032,P015,1,254.00,0.10
L002514,O01032,P015,5,254.00,0.10
L002515,O01032,P003,4,199.00,0.10
L002516,O01033,P023,5,68.00,0.10
L002517,O01033,P024,3,81.00,0.20
L002518,O01034,P013,2,271.00,0.05
L002519,O01035,P017,4,300.00,0.20
L002520,O01036,P022,5,134.00,0.10
L002521,O01036,P011,5,80.00,0.10
L002522,O01036,P001,5,122.00,0.05
L002523,O01036,P001,4,122.00,0.05
L002524,O01037,P019,4,$78.00,0.10
L002525,O01037,P006,4,196.00,0.20
L002526,O01037,P011,4,80.00,0.20
L002527,O01038,P002,5,284.00,0.20
L002528,O01039,P016,3,231.00,0.00
L002529,O01039,P007,1,35.00,0.05
L002530,O01039,P005,5,65.00,0.10
L002531,O01039,P001,5,122.00,0.00
L002532,O01040,P006,4,196.00,0.05
L002533,O01041,P015,1,254.00,0.00
L002534,O01042,P024,1,81.00,0.20
L002535,O01042,P005,3,65.00,0.00
L002536,O01042,P004,1,123.00,0.05
L002537,O01043,P021,3,249.00,0.00
L002538,O01043,P014,2,294.00,0.20
L002539,O01044,P019,2,78.00,0.20
L002540,O01044,P001,5,122.00,0.20
L002541,O01045,P009,3,93.00,0.10
L002542,O01045,P003,1,199.00,0.05
L002543,O01046,P001,2,122.00,5%
L002544,O01046,P022,1,134.00,0.00
L002545,O01046,P018,5,269.00,0.20
L002546,O01047,P008,2,188.00,0.00
L002547,O01047,P007,2,35.00,0.00
L002548,O01048,P005,1,65.00,0.10
L002549,O01048,P013,5,271.00,0.20
L002550,O01048,P022,5,134.00,0.20
L002551,O01049,P020,2,189.00,0.20
L002552,O01050,P010,3,211.00,0.10
L002553,O01050,P004,1,$123.00,0.05
L002554,O01050,P006,1,196.00,0.10
L002555,O01051,P009,1,93.00,0.20
L002556,O01051,P007,4,35.00,0.05
L002557,O01051,P021,4,249.00,0.00
L002558,O01052,P013,4,271.00,0.05
L002559,O01052,P006,4,196.00,0.00
L002560,O01052,P008,3,188.00,0.05
L002561,O01052,P004,2,123.00,0.10
L002562,O01053,P021,5,249.00,0.05
L002563,O01053,P017,1,300.00,0.20
L002564,O01054,P015,2,254.00,0.20
L002565,O01054,P015,3,254.00,0.20
L002566,O01054,P019,5,78.00,0.20
L002567,O01055,P013,5,271.00,0.05
L002568,O01055,P019,5,78.00,0.10
L002569,O01055,P020,1,189.00,0.05
L002570,O01055,P024,3,81.00,0.10
L002571,O01056,P012,4,134.00,0.00
L002572,O01056,P008,5,188.00,0.00
L002573,O01056,P012,1,134.00,0.05
L002574,O01056,P001,3,122.00,10%
L002575,O01057,P008,5,188.00,0.00
L002576,O01057,P018,1,269.00,0.00
L002577,O01058,P013,3,271.00,0.10
L002578,O01058,P002,5,284.00,0.00
L002579,O01058,P005,3,65.00,0.00
L002580,O01059,P018,1,269.00,0.05
L002581,O01060,P013,4,271.00,0.20
L002582,O01061,P013,5,$271.00,0.10
L002583,O01061,P004,5,123.00,0.20
L002584,O01061,P014,3,294.00,0.20
L002585,O01062,P013,4,271.00,0.05
L002586,O01062,P024,1,81.00,0.20
L002587,O01062,P005,5,65.00,0.05
L002588,O01063,P013,1,271.00,0.10
L002589,O01063,P007,1,35.00,0.20
L002590,O01063,P012,1,134.00,0.00
L002591,O01063,P010,4,211.00,0.10
L002592,O01064,P010,1,211.00,0.00
L002593,O01064,P022,1,134.00,0.00
L002594,O01064,P002,2,284.00,0.00
L002595,O01065,P012,3,134.00,0.05
L002596,O01065,P005,2,65.00,0.05
L002597,O01065,P013,3,271.00,0.20
L002598,O01065,P017,4,300.00,0.05
L002599,O01066,P008,4,188.00,0.20
L002600,O01066,P013,1,271.00,0.05
L002601,O01067,P023,4,68.00,0.00
L002602,O01067,P017,4,300.00,0.10
L002603,O01067,P011,3,80.00,0.10
L002604,O01067,P018,3,269.00,0.20
L002605,O01068,P011,4,80.00,10%
L002606,O01069,P024,3,81.00,0.10
L002607,O01069,P010,2,211.00,0.05
L002608,O01069,P016,4,231.00,0.05
L002609,O01069,P019,3,78.00,0.00
L002610,O01070,P022,3,134.00,0.20
L002611,O01070,P019,4,$78.00,0.00
L002612,O01070,P001,5,122.00,0.05
L002613,O01071,P021,4,249.00,0.00
L002614,O01072,P001,1,122.00,0.20
L002615,O01072,P014,4,294.00,0.05
L002616,O01073,P011,5,80.00,0.10
L002617,O01073,P009,5,93.00,0.00
L002618,O01073,P008,2,188.00,0.00
L002619,O01074,P022,4,134.00,0.20
L002620,O01074,P024,2,81.00,0.20
L002621,O01075,P014,3,294.00,0.20
L002622,O01075,P015,2,254.00,0.00
L002623,O01075,P015,2,254.00,0.10
L002624,O01075,P024,1,81.00,0.10
L002625,O01076,P006,4,196.00,0.05
L002626,O01077,P016,4,231.00,0.10
L002627,O01077,P004,5,123.00,0.05
L002628,O01078,P004,2,123.00,0.20
L002629,O01078,P021,5,249.00,0.10
L002630,O01078,P001,3,122.00,0.05
L002631,O01078,P003,5,199.00,0.05
L002632,O01079,P009,3,93.00,0.20
L002633,O01079,P024,1,81.00,0.10
L002634,O01080,P014,3,294.00,0.20
L002635,O01080,P005,1,65.00,0.10
L002636,O01081,P005,2,65.00,10%
L002637,O01081,P024,1,81.00,0.10
L002638,O01081,P017,2,300.00,0.20
L002639,O01082,P001,1,122.00,0.20
L002640,O01082,P004,1,$123.00,0.05
L002641,O01082,P002,1,284.00,0.20
L002642,O01083,P023,4,68.00,0.05
L002643,O01083,P003,1,199.00,0.20
L002644,O01084,P008,3,188.00,0.05
L002645,O01085,P006,2,196.00,0.00
L002646,O01085,P014,3,294.00,0.10
L002647,O01085,P003,2,199.00,0.20
L002648,O01085,P021,5,249.00,0.20
L002649,O01086,P022,5,134.00,0.05
L002650,O01086,P011,2,80.00,0.20
L002651,O01086,P024,2,81.00,0.10
L002652,O01087,P015,2,254.00,0.05
L002653,O01087,P013,5,271.00,0.10
L002654,O01087,P007,2,35.00,0.20
L002655,O01088,P023,1,68.00,0.10
L002656,O01088,P013,5,271.00,0.20
L002657,O01088,P013,4,271.00,0.05
L002658,O01088,P008,1,188.00,0.20
